Неожиданное продолжение: смоленские врачи оболгали погибшего в коридоре больницы "Красный Крест" пациента  — Я давал показания о самовольном уходе пациента Иванова из больницы, так как до ноября прошлого года числился сотрудником «Красного Креста». Руководители больницы мне говорили: «Защищай бумаги!», — то есть защищай оформленные в отделении истории болезни этого пациента. На самом деле погибший Иванов из больницы не уходил. Мне неожиданно главврач Журавлев предложил уволиться «по собственному желанию» за этот случай, — дает показания в суде молодой медбрат Георгий Яценко.  Фальсификация документов, лжесвидетельство следователям и новая видеозапись – но врачи все равно могут избежать наказания  https://readovka.news/news/41590№%:№%:2019-01-31 20:35:00№%:№%:32608222
В смоленском санатории «морозили» детей  По решению суда детский блок оздоровительного учреждения должен приостановить работу на месяц  https://readovka.ru/news/40950№%:№%:2019-01-12 15:05:00№%:№%:32608222
В Смоленске на дамбе «Киа» влетел в столб  Опять-таки, причиной очередного субботнего ДТП, скорее всего, стали дорожные условия  https://readovka.ru/news/40953№%:№%:2019-01-12 14:44:28№%:№%:32608222
В Смоленске опора освещения может рухнуть на прохожих  «Пизанский» столб угрожает жизни детей, играющих на снежной горке под ним  https://readovka.ru/news/40951№%:№%:2019-01-12 14:05:02№%:№%:32608222
Раскладушки в коридорах: пользователей сети возмутило видео из омской больницы  Эпидемия или нехватка квадратных метров?  https://readovka.news/news/40949№%:№%:2019-01-12 13:35:00№%:№%:32608222
Смоленск, Смоленская область, все кто увлекается рыбалкой подписывайтесь на наших друзей https://vk.com/public176003051№%:№%:2019-01-12 12:30:00№%:№%:32608222
Ночной снегопад привел к серии ДТП в Смоленске  Припорошенные дороги и бездействие дорожных служб вызвали повышенную аварийность  https://readovka.ru/news/40948№%:№%:2019-01-12 12:20:56№%:№%:32608222
От дружбы до ненависти - один стакан  Еще одна приятельская попойка в Смоленской области закончилась поножовщиной  https://readovka.ru/news/40947№%:№%:2019-01-12 11:39:17№%:№%:32608222
На Верхнем Волоке пробка из-за аварии  ДТП произошло на подъеме на Верхнем Волоке, "посередине горы"  https://readovka.ru/news/40946№%:№%:2019-01-12 10:45:08№%:№%:32608222
Почему нельзя оставлять ключ «под ковриком»  Полицейские раскрыли кражу раньше, чем о ней узнал потерпевший  https://readovka.ru/news/40944№%:№%:2019-01-12 10:09:35№%:№%:32608222
Под Смоленском семейная драма закончилась «уголовкой»  Преступник-рецидивист решил избавиться от жены, но претворить мечту в жизнь не успел  https://readovka.ru/news/40942№%:№%:2019-01-12 09:05:00№%:№%:32608222
Врачи, которых коллега обвинила в изнасиловании, назвали все шуткой  Омские медики заявили, что «всего-лишь» предложили сослуживице в шутку заняться «групповухой»  https://readovka.news/news/40943№%:№%:2019-01-12 02:58:00№%:№%:32608222
Главные события минувшего дня  Исторические дома в центре становятся похожими на старые сараи Крыши не чистят, двери не меняют https://readovka.ru/news/40908  Жителю Вязьмы пообещали бонусы и лишили денег Смоляне продолжают вестись на мошенничество с банковскими картами https://readovka.ru/news/40910  В Ярцеве в результате ДТП получила травмы 17-летняя смолянка Пассажирка находилась в иномарке, которая врезалась в дерево https://readovka.ru/news/40939  Смоляне нашли труп женщины с множественными ножевыми ранениями Женщину убили в собственной квартире https://readovka.ru/news/40937  Смолянка купила идеальный дачный участок всего за 7 тысяч рублей Но вскоре пожалела об этом https://readovka.ru/news/40932  #итогозадень@v_smolenske№%:№%:2019-01-12 00:00:04№%:№%:32608222
Мобильные фотографии тоже могут нести красоту, когда на них запечатлена зимняя природа. Автор Яна Дюковская  #фотосмоленска@v_smolenske№%:№%:2019-01-11 23:05:00№%:№%:32608222
Выходные в Смоленске будут достаточно холодными  И погода, и «Квадра» постараются на славу  https://readovka.ru/news/40928№%:№%:2019-01-11 22:35:00№%:№%:32608222
В Заднепровье обнаружен «левитирующий» ларек  Торговой точке удается каждый раз ускользать из поля зрения районной администрации  https://readovka.ru/news/40935№%:№%:2019-01-11 22:05:01№%:№%:32608222
Смоляне собирают средства на коляску для собачки-инвалида  «Сейчас она может передвигаться только на передних лапах»  https://readovka.ru/news/40941№%:№%:2019-01-11 21:35:00№%:№%:32608222
Если перестать есть - цены на еду перестанут расти (но это не точно)№%:№%:2019-01-11 21:05:01№%:№%:32608222
Франкенштейн с красивой улыбкой больше не будет веселить смолян  Креатив маркетологов чиновники не оценили  А как вам такой рекламный ход?  https://readovka.ru/news/40940№%:№%:2019-01-11 20:35:00№%:№%:32608222
Юная смолянка вошла в состав сборной России по биатлону  Спортсменка будет защищать честь страны на соревнованиях мирового уровня  https://readovka.ru/news/40938№%:№%:2019-01-11 20:05:06№%:№%:32608222
Смолян с маленькими детьми без их согласия решили перевести в другую поликлинику  Детская клиническая больница не придумала ничего лучше, как "перетасовать" пациентов. Жителям Новосельцев отправляться на Соколовского, а жителям Соколовского - на проспект Гагарина. Такая вот оптимизация.  Как добираться с больными малышами к врачам и тем, и другим, никого не волнует.  https://readovka.ru/news/40936№%:№%:2019-01-11 19:35:00№%:№%:32608222
Смоляне нашли труп женщины с множественными ножевыми ранениями  Женщину убили в собственной квартире  Преступник нанес жертве не менее трех ударов ножом в область шеи  https://readovka.ru/news/40937№%:№%:2019-01-11 19:05:04№%:№%:32608222
В Ярцеве в результате ДТП получила травмы 17-летняя смолянка  Пассажирка находилась в иномарке, которая врезалась в дерево  https://readovka.ru/news/40939№%:№%:2019-01-11 18:35:00№%:№%:32608222
№%:№%:2019-01-11 18:05:03№%:№%:32608222
Смолянка купила идеальный дачный участок всего за 7 тысяч рублей  Но вскоре пожалела об этом  https://readovka.ru/news/40932№%:№%:2019-01-11 17:35:00№%:№%:32608222
Скандально известный сын миллионера задержан с наркотиками  «Золотой ребенок», отсидевший за изнасилование смоленской модели, может снова угодить за решетку  https://readovka.news/news/40934№%:№%:2019-01-11 17:05:08№%:№%:32608222
«Отдохнул, называется»: смолянин попал в больницу после отдыха в ночном клубе  На парнишку набросился «усиленно отдыхавший» юнец  https://readovka.ru/news/40929№%:№%:2019-01-11 16:35:00№%:№%:32608222
Недоремонт в парке 1100-летия Смоленска влетит городскому бюджету в копеечку  Субподрядчик при этом отделался мизерной неустойкой  https://readovka.ru/news/40920№%:№%:2019-01-11 16:05:04№%:№%:32608222
Смолянин нашел полянку с дикорастущей марихуаной и решил озолотиться  «Находчивый» мужчина потерпел фиаско  https://readovka.ru/news/40927№%:№%:2019-01-11 15:35:00№%:№%:32608222
В Смоленске вынесли приговор по громкому коррупционному делу с таможенниками  Помните директора «Альфа траса», который заботливо расфасофал 3 млн рублей по кабинкам в раздевалке госслужащих? Так вот, суд над ним и его сообщником, наконец, состоялся.  https://readovka.ru/news/40925№%:№%:2019-01-11 15:10:01№%:№%:32608222
11 тысяч смолян будут терпеть неудобства из-за прорыва паропровода на Индустриальной  На выходных в городе грядёт масштабное отключение воды и отопления  Пока морально готовитесь к холодам, можете посмотреть ещё одно эпичное видео "гейзера" с нового ракурса  https://readovka.ru/news/40922№%:№%:2019-01-11 14:35:00№%:№%:32608222
Смолянин с инсультом, которого медики отправили в вытрезвитель, скончался  Правоохранители уже начали доследственную проверку  https://readovka.ru/news/40919№%:№%:2019-01-11 14:05:04№%:№%:32608222
В России впервые начали проверку по поводу оскорбления гея  Только вот ответит ли виновный за базар?  https://readovka.news/news/40915№%:№%:2019-01-11 13:35:00№%:№%:32608222
Торговые ларьки вокруг «Империи» в Смоленске растут как на дрожжах  От пешеходной зоны осталось одно название  https://readovka.ru/news/40916№%:№%:2019-01-11 13:05:02№%:№%:32608222
В Смоленске ищут свидетелей страшного ДТП  Горожан потрясла гибель земляка накануне Нового года  https://readovka.ru/news/40914№%:№%:2019-01-11 12:35:00№%:№%:32608222
№%:№%:2019-01-11 12:05:02№%:№%:32608222
Пока весь Смоленск зарастает мусором, на Королёвке чистота  С наступлением нового года проблема мусора вышла для смолян, как и для большинства остальных россиян, на первый план. Дело в том, что с 1 января за вывоз и переработку ТБО теперь отвечает региональный оператор, коим в Смоленске, в частности, стало «Спецавтохозяйство», взяв на подряд ООО «Днепр». Понятно, что силами 28 машин на две организации весь регион не убрать.  Выход есть – взять на субподряд всё те же управляющие компании, одной из которых стала «Надежда-11». УК, заслужившая доверие жителей Королёвки, продолжает содержать микрорайон в чистоте и порядке.  https://readovka.ru/news/40909№%:№%:2019-01-11 11:35:00№%:№%:32608222
Спасатели не дали погибнуть 8 пушистикам  А вот дом смоленская семья потеряла  https://readovka.ru/news/40912№%:№%:2019-01-11 11:05:04№%:№%:32608222
Жителю Вязьмы пообещали бонусы и лишили денег  Смоляне продолжают вестись на мошенничество с банковскими картами  https://readovka.ru/news/40910№%:№%:2019-01-11 10:35:00№%:№%:32608222
Исторические дома в центре становятся похожими на старые сараи  Крыши не чистят, двери не меняют  https://readovka.ru/news/40908№%:№%:2019-01-11 10:06:15№%:№%:32608222
В Смоленске вспыхнула «Газель»  С пламенем боролись четверо пожарных  https://readovka.ru/news/40907№%:№%:2019-01-11 09:35:00№%:№%:32608222
Смоленск продолжает зарастать мусором  А горы все выше и выше  https://readovka.ru/news/40906№%:№%:2019-01-11 09:05:02№%:№%:32608222
В Десногорске неизвестные похищают люки на городских улицах  В новом году исчезло уже 9 крышек  https://readovka.ru/news/40905№%:№%:2019-01-11 08:35:00№%:№%:32608222
Пьяный смолянин стал виновником страшного ДТП по дороге в Рай  В результате аварии четыре человека попали в больницу с тяжелыми травмами  https://readovka.ru/news/40900№%:№%:2019-01-11 08:05:00№%:№%:32608222
Смоленск, Смоленская область, все кто увлекается рыбалкой подписывайтесь на наших друзей https://vk.com/public176003051№%:№%:2019-01-11 07:00:04№%:№%:32608222
Вспышки дизентерии зафиксированы уже в 12 детских садах и школах Москвы  Официальных комментариев по ситуации по-прежнему нет  https://readovka.news/news/40887№%:№%:2019-01-11 06:55:00№%:№%:32608222
Главные события минувшего дня  Следователи грозят нерадивым коммунальщикам уголовной ответственностью Сосульки вовремя сбивать надо https://readovka.ru/news/40881  В Рославле коммунальщики отказываются убирать угрожающие жизни глыбы льда и снега Говорят: убирайтесь сами https://readovka.ru/news/40883  Автохамы облюбовали двор дома по улице Воинов-интернационалистов в Смоленске Потенциальная возможность заработать штраф водителей не пугает https://readovka.ru/news/40885  Смоляне наведут порядок на пряслах крепостной стены у Музея счастья Активисты готовы приложить максимум усилий, чтобы выход на стену стал открыт https://readovka.ru/news/40892  «Квадра» готовится приступить к ремонту рванувшего паропровода в Смоленске «Пострадало 6 машин. Все здание в 5 этажей в грязи и окна разбиты на последнем этаже» https://readovka.ru/news/40898  #итогозадень@v_smolenske№%:№%:2019-01-11 00:00:06№%:№%:32608222
Смоленск, Смоленская область, все кто увлекается рыбалкой подписывайтесь на наших друзей https://vk.com/public176003051№%:№%:2019-01-10 22:20:00№%:№%:32608222
На Смоленщину надвигается очередное похолодание  Температура воздуха опустится до -22°C  https://readovka.ru/news/40899№%:№%:2019-01-10 22:15:00№%:№%:32608222
№%:№%:2019-01-10 22:05:01№%:№%:32608222
Вот такой горячий грязевой гейзер взмыл в небо сегодня в Смоленске. Спонсор жуткого шоу - ПАО "Квадра". Аплодисменты!  Подробнее: https://readovka.ru/news/40904№%:№%:2019-01-10 21:55:00№%:№%:32608222
Увидеть другие города в Новый год и умереть от стыда за Смоленск  Часть 2. Там хорошо, где наших чиновников нет  https://readovka.ru/news/40861№%:№%:2019-01-10 21:35:00№%:№%:32608222
Стали известны результаты прорыва паропровода в Смоленске  Взмывший в небо столб горячего пара, грязи и асфальта повредил окна близлежащего дома и около 10 машин  Житель облцентра запечатлел мини-апокалипсис на видео  https://readovka.ru/news/40904№%:№%:2019-01-10 21:05:02№%:№%:32608222
Шаурма особого предназначения  Кто кормится с незаконно установленных ларьков в Смоленске  https://readovka.ru/news/40902№%:№%:2019-01-10 20:45:01№%:№%:32608222
Горе-мамаша из Смоленской области ответит за издевательства над маленьким сыном  Мальчик попал в больницу с многочисленными телесными повреждениями  https://readovka.ru/news/40901№%:№%:2019-01-10 20:25:00№%:№%:32608222
Трусливый смолянин пошел на преступление, чтобы не встречаться с женой  В отношении горе-муженька возбуждено уголовное дело  https://readovka.ru/news/40896№%:№%:2019-01-10 20:05:05№%:№%:32608222
Фельдшер скорой уверяет, что ее изнасиловали врачи  По словам женщины, преступление произошло 1 января  https://readovka.news/news/40884№%:№%:2019-01-10 19:45:01№%:№%:32608222
№%:№%:2019-01-10 19:25:00№%:№%:32608222
В Смоленске коммунальщики во время уборки сосулек «разбомбили» крышу подвала и водостоки  А хотели ведь как лучше  https://readovka.ru/news/40897№%:№%:2019-01-10 19:05:06№%:№%:32608222
В Смоленской области завелся ловкий вор-серийник  Мужчина не побрезговал кражей даже у собственной подруги  https://readovka.ru/news/40891№%:№%:2019-01-10 18:35:00№%:№%:32608222
№%:№%:2019-01-10 18:05:08№%:№%:32608222
«Квадра» готовится приступить к ремонту рванувшего паропровода в Смоленске  «Пострадало 6 машин. Все здание в 5 этажей в грязи и окна разбиты на последнем этаже»  На нашем сайте опубликовано видео с места происшествия  https://readovka.ru/news/40898№%:№%:2019-01-10 17:41:34№%:№%:32608222
Смоляне наведут порядок на пряслах крепостной стены у Музея счастья  Активисты готовы приложить максимум усилий, чтобы выход на стену стал открыт  https://readovka.ru/news/40892№%:№%:2019-01-10 17:05:06№%:№%:32608222
В Смоленске произошел жесткий прорыв трубы с горячей водой  Разлетевшиеся по сторонам куски асфальта повредили легковушку  https://readovka.ru/news/40894№%:№%:2019-01-10 16:43:00№%:№%:32608222
Смолянин жестоко избил приятеля сковородой  Пострадавший попал в больницу с серьезными травмами головы  https://readovka.ru/news/40890№%:№%:2019-01-10 16:35:00№%:№%:32608222
Автохамы облюбовали двор дома по улице Воинов-интернационалистов в Смоленске  Потенциальная возможность заработать штраф водителей не пугает  https://readovka.ru/news/40885№%:№%:2019-01-10 16:05:05№%:№%:32608222
Момент ДТП с полицейской машиной в Смоленске попал на видео  Кажется, теперь водителю легковушки можно вздохнуть с облегчением  https://readovka.ru/news/40889№%:№%:2019-01-10 15:35:00№%:№%:32608222
Следователи грозят нерадивым коммунальщикам уголовной ответственностью  Сосульки вовремя сбивать надо  https://readovka.ru/news/40881№%:№%:2019-01-10 15:05:06№%:№%:32608222
Отечественная легковушка припечатала служебное авто полицейских в Смоленске  То чувство, когда вся жизнь пронеслась перед глазами  https://readovka.ru/news/40886№%:№%:2019-01-10 14:45:01№%:№%:32608222
лайфхак №213: хочешь быстрее увидеть "скорую" - напейся и ложись№%:№%:2019-01-10 14:25:00№%:№%:32608222
В Рославле коммунальщики отказываются убирать угрожающие жизни глыбы льда и снега  Говорят: убирайтесь сами  https://readovka.ru/news/40883№%:№%:2019-01-10 13:50:00№%:№%:32608222
Смоленский автогонщик разбился на ралли «Африка Эко Рейс 2019»  Страшная авария попала на видео  https://readovka.ru/news/40878№%:№%:2019-01-10 13:05:03№%:№%:32608222
Семья пыталась спустить в канализацию матрас и затопила дом фекалиями  Россияне с размахом отметили Новый год  https://readovka.news/news/40875№%:№%:2019-01-10 12:40:01№%:№%:32608222
№%:№%:2019-01-10 12:05:04№%:№%:32608222
Смолянин поступил не по-товарищески, украв у друга приставку  Совместный отдых закончился уголовным делом  https://readovka.ru/news/40876№%:№%:2019-01-10 11:46:03№%:№%:32608222
Футбольный фанат из Саудовской Аравии загулялся в Смоленске  Мужчине так понравилось российское гостеприимство, что он решил остаться  Приставы порыва не оценили  https://readovka.ru/news/40873№%:№%:2019-01-10 11:25:00№%:№%:32608222
"Счастливая" маршрутка №13 угодила в аварию на Твардовского второй раз за неделю  А всё потому что остановка занята, а улицы не чищены  https://readovka.ru/news/40872№%:№%:2019-01-10 11:05:03№%:№%:32608222
Эпидемия гриппа Смоленску в ближайшее время не грозит  Новогодние праздники прошли на славу  https://readovka.ru/news/40871№%:№%:2019-01-10 10:36:06№%:№%:32608222
Крупный пожар на Черняховского в Смоленске попал на видео  Очередной сарай загорелся посреди ночи  https://readovka.ru/news/40869№%:№%:2019-01-10 10:15:01№%:№%:32608222
В Смоленске нашелся пес, который испугался фейерверков  Хозяйка благодарит земляков  https://readovka.ru/news/40868№%:№%:2019-01-10 09:45:00№%:№%:32608222
Смолянам снова пришлось стоять в утренней пробке  Заторы из автомобилей происходят на Медгородке постоянно  https://readovka.ru/news/40867№%:№%:2019-01-10 09:14:26№%:№%:32608222
Смолянка грозилась убить мать кочергой  Пожилая женщина попросила о помощи  https://readovka.ru/news/40866№%:№%:2019-01-10 09:05:01№%:№%:32608222
В Сафонове неадекват напал на бригаду скорой  Медики пытались спасти замерзающего мужчину  https://readovka.ru/news/40865№%:№%:2019-01-10 08:35:00№%:№%:32608222
Смолянин нанёс обидчику смертельную рану ножом в бедро  Вот, что бывает, когда компанию на новый год выбираешь не очень тщательно  https://readovka.ru/news/40864№%:№%:2019-01-10 08:05:00№%:№%:32608222
«Ты не человек, собака!»: молодая мама глумится над ребенком  К своим 27 годам мамашка успела родить дважды. Вот только у младшего ребёнка из-за родовой травмы парализовало ручку. Вместо того, чтобы заняться реабилитацией малыша, его родители подсели на стакан. С больным ребенком мать начала обращаться, как с животным.   https://readovka.news/news/40851№%:№%:2019-01-10 07:05:00№%:№%:32608222
Главные события минувшего дня  Ушел из жизни Анатолий Лукьянов  Не стало одного из ярчайших представителей российской политики, родившихся в Смоленске  https://readovka.news/news/40863  Неадекватная смолянка воспитывает двоих детей, а в свободное время нападает на незнакомцев На счету дамочки несколько актов беспричинной агрессии https://readovka.ru/news/40860  Девочка-подросток из Смоленска предпочла семье жизнь в реабилитационном центре Нерадивая мать регулярно избивала дочь, и той пришлось идти в полицию https://readovka.ru/news/40859  В Смоленске пропала редактор местной газеты 63-летнюю Светлану Новикову не видели с рождественских праздников https://readovka.ru/news/40838  В Смоленске продолжит холодать  Да-да, это мы ещё мало мороза ощутили  https://readovka.ru/news/40853  #итогозадень@v_smolenske№%:№%:2019-01-10 00:00:05№%:№%:32608222
Морозная и заснеженная Смоленщина в кадрах Сергея Михеева  #фотосмоленска@v_smolenske№%:№%:2019-01-09 23:05:00№%:№%:32608222
В Смоленске продолжит холодать  Да-да, это мы ещё мало мороза ощутили  https://readovka.ru/news/40853№%:№%:2019-01-09 22:35:00№%:№%:32608222
Частному перевозчику придётся отвечать за ДТП с участием автобуса в Смоленске  Сам лихач-водитель госпитализирован  https://readovka.ru/news/40862№%:№%:2019-01-09 22:05:00№%:№%:32608222
Неадекватная смолянка воспитывает двоих детей, а в свободное время нападает на незнакомцев  На счету дамочки несколько актов беспричинной агрессии  Соседи и пострадавшие от горячей руки мамашки больше всего опасаются за её малышей, которые растут в, мягко говоря, нездоровой обстановке  https://readovka.ru/news/40860№%:№%:2019-01-09 21:35:00№%:№%:32608222
№%:№%:2019-01-09 21:05:00№%:№%:32608222
Ушел из жизни Анатолий Лукьянов  Не стало одного из ярчайших представителей российской политики, родившихся в Смоленске  https://readovka.news/news/40863№%:№%:2019-01-09 20:44:24№%:№%:32608222
Смоландцы, а не смоленцы!  Известный краевед подверг сомнению традиционную гипотезу происхождения топонима «Смоленск»  https://readovka.ru/news/40849№%:№%:2019-01-09 20:35:00№%:№%:32608222
Девочка-подросток из Смоленска предпочла семье жизнь в реабилитационном центре  Нерадивая мать регулярно избивала дочь, и той пришлось идти в полицию  https://readovka.ru/news/40859№%:№%:2019-01-09 20:05:05№%:№%:32608222
В селе дети катаются на горке из застывших нечистот  Их родители отказались оплачивать коммуналку  https://readovka.news/news/40850№%:№%:2019-01-09 19:35:00№%:№%:32608222
Илона Кротова полувернулась в Смоленск  Специально под нее была придумана должность  https://readovka.ru/news/40855№%:№%:2019-01-09 19:05:06№%:№%:32608222
В Смоленске станет одним пешеходным переходом меньше  Дорожная «революция» в городе продолжается, вот только всем ли во благо  https://readovka.ru/news/40856№%:№%:2019-01-09 18:35:00№%:№%:32608222
№%:№%:2019-01-09 18:05:01№%:№%:32608222
Смоляне обеспокоены сильным запахом газа в районе улицы Шевченко  Среди местных жителей уже распространяются панические настроения  https://readovka.ru/news/40854№%:№%:2019-01-09 17:40:01№%:№%:32608222
Смолянин с ножом сорвал злость на родственников на соседе  Лучше бы обратился к семейному психологу  https://readovka.ru/news/40845№%:№%:2019-01-09 17:05:04№%:№%:32608222
В Смоленске запущена процедура выборов нового мэра  Пока прежний градоначальник собирается вернуть должность через суд  https://readovka.ru/news/40841№%:№%:2019-01-09 16:35:00№%:№%:32608222
В Смоленске пёс испугался новогодних фейерверков и сбежал от хозяйки  Обеспокоенная владелица до сих пор не может найти бедного Рекса  https://readovka.ru/news/40843№%:№%:2019-01-09 16:05:04№%:№%:32608222
Парню с ДЦП из Смоленской области российские «звезды» присылают свои автографы  Юноша собирает «звездную» коллекцию  https://readovka.ru/news/40842№%:№%:2019-01-09 15:35:00№%:№%:32608222
В Рославле празднование нового года супругами закончилось поножовщиной  Дама так сильно ударила возлюбленного ножом, что тот буквально истёк кровью в больнице. Сама же женщина утверждает - это была самооборона.  https://readovka.ru/news/40840№%:№%:2019-01-09 15:05:01№%:№%:32608222
У нас на Поляне. Рождественское утро. Пони повели на праздник,.а ей захотелось поваляться на чистом снежке.  От админа: все мы иногда немного пони, с первым рабочим днём в году, смоляне!№%:№%:2019-01-09 14:35:00№%:№%:32608222
В Смоленской области водитель чуть не угробил и себя, и пассажира  А заодно и иномарку, которая вылетела с дороги  https://readovka.ru/news/40839№%:№%:2019-01-09 14:05:03№%:№%:32608222
Начали действовать новые тарифы ОСАГО  Хорошо ли это для водителей  https://readovka.news/news/40830№%:№%:2019-01-09 13:35:00№%:№%:32608222
В Смоленске пропала редактор местной газеты  63-летнюю Светлану Новикову не видели с рождественских праздников  https://readovka.ru/news/40838№%:№%:2019-01-09 13:05:05№%:№%:32608222
Виновником ДТП на улице 25 Сентября в Смоленске был водитель автобуса  По невнимательности мужчины пострадали пассажиры  https://readovka.ru/news/40836№%:№%:2019-01-09 12:36:41№%:№%:32608222
№%:№%:2019-01-09 12:05:02№%:№%:32608222
«Мест полно, а он на тротуаре». Смолянин «сдал» автохама на Audi  Мужчина надеется, что нарушителя проучат штрафом  https://readovka.ru/news/40833№%:№%:2019-01-09 11:45:22№%:№%:32608222
Автобус и трамвай столкнулись в Смоленске: есть пострадавшие  Зажатых в общественном транспорте людей пришлось доставать спасателям  Очевидцы сняли происходящее на видео  https://readovka.ru/news/40832№%:№%:2019-01-09 11:25:31№%:№%:32608222
Два человека пострадали в ДТП в Починковском районе  Водители-ровесники в одинаковых машинах столкнулись лоб в лоб - матрица дала сбой  https://readovka.ru/news/40831№%:№%:2019-01-09 11:10:00№%:№%:32608222
В Смоленске нашли сосульку величиной с дом  Спасать горожан от «чуда света» коммунальщики не спешат  https://readovka.ru/news/40828№%:№%:2019-01-09 10:45:00№%:№%:32608222
В Сафонове обсуждают убийство брошенной хозяйкой собаки  Животное сидело на цепи  https://readovka.ru/news/40827№%:№%:2019-01-09 10:25:00№%:№%:32608222
Взбодрились с утра и включаемся в повседневную "струю" увлекательного контента, наши любимые подписчики.№%:№%:2019-01-09 09:50:00№%:№%:32608222
В центре Смоленска из-за ДТП перестали ходить трамваи  Первый рабочий день у многих смолян не задался  https://readovka.ru/news/40826№%:№%:2019-01-09 09:17:09№%:№%:32608222
В Смоленске «Калина» врезалась в рейсовый автобус  На дороге затор  https://readovka.ru/news/40825№%:№%:2019-01-09 08:59:21№%:№%:32608222
У смолян накопились претензии к фермерскому рынку в центре города  Грязно и опасно  https://readovka.ru/news/40823№%:№%:2019-01-09 08:35:00№%:№%:32608222
17-летний парень напал на своего собутыльника и совершил грабеж  Ох уж эти смоленские подростки  https://readovka.ru/news/40820№%:№%:2019-01-09 08:05:00№%:№%:32608222
Свердловский подросток спас свою семью из огня  Мальчик не побоялся вернуться в полыхающий дом за родными  https://readovka.news/news/40810№%:№%:2019-01-09 07:05:00№%:№%:32608222
Главные события минувшего дня  Аттракцион невиданной щедрости: смолянин купил автомобиль за «спасибо» Но продавец не знал, что занимается благотворительностью https://readovka.ru/news/40813  «Там полиция, скорая и пожарные!» Под Смоленском произошла страшная авария Без пострадавших, увы, не обошлось https://readovka.ru/news/40822  Смолянка по «акции» получила в ДоДо вместо двух пицц одну Вот так и жди вкусняшек на праздники https://readovka.ru/news/40814  Туристов в Смоленске выставили из музея ВОВ Семья с детьми заглянула в учреждении культуры погреться https://readovka.ru/news/40798  В Смоленске на Твардовского притёрлись маршрутка и «скорая» Резвые медики перекрыли дорогу водителю общественного транспорта, который их обидел https://readovka.ru/news/40804  #итогозадень@v_smolenske№%:№%:2019-01-09 00:00:04№%:№%:32608222
Романтика черно-белой дороги в теплых летних фото Кирилла Мареченкова  #фотосмоленска@v_smolenske№%:№%:2019-01-08 23:05:00№%:№%:32608222
«Там полиция, скорая и пожарные!» Под Смоленском произошла страшная авария  Без пострадавших, увы, не обошлось  https://readovka.ru/news/40822№%:№%:2019-01-08 22:20:00№%:№%:32608222
Первая рабочая неделя в новом году встретит смолян крепким морозцем  В регионе похолодает до -21 градуса  https://readovka.ru/news/40808№%:№%:2019-01-08 22:05:01№%:№%:32608222
Увидеть другие города в Новый год и умереть от стыда за Смоленск  Часть 1. Не высовывая носа из серости и уныния, метим в Золотое кольцо России  https://readovka.ru/news/40811№%:№%:2019-01-08 21:35:00№%:№%:32608222
С возвращением к рабочим будням, друзья)№%:№%:2019-01-08 21:05:04№%:№%:32608222
Парнишка из Смоленской области устроил пьяные покатушки на «Волге»  Гаишники остановили безудержное веселье и обеспечили горе-водителя проблемами на ближайшие несколько лет  https://readovka.ru/news/40816№%:№%:2019-01-08 20:05:04№%:№%:32608222
Бабушке, потерявшей в магнитогорской трагедии сестру, отказали в выплате   Сначала обещают миллионы, а потом ищут уловки, чтобы их попридержать  https://readovka.news/news/40817№%:№%:2019-01-08 19:35:00№%:№%:32608222
В Рославле тепличный комбинат заменил уличные фонари  Если ни разу не видели белые ночи, тогда вам прямиком в райцентр  Хотя сами местные этому отнюдь не рады  https://readovka.ru/news/40818№%:№%:2019-01-08 19:05:02№%:№%:32608222
Юный смолянин накопил 10 тысяч рублей и лишился сбережений из-за вороватого родственника  Дядюшка наведался в гости к племяннику и уходя обчистил его  https://readovka.ru/news/40815№%:№%:2019-01-08 18:35:00№%:№%:32608222
Открытый турнир по настольному хоккею в Смоленске  Рядовчане, есть такие кто режется в настольный хоккей STIGA Play Off? Хотим редакцией провести турнир, но нужно понимать, сколько нас.№%:№%:2019-01-08 18:05:03№%:№%:32608222
Аттракцион невиданной щедрости: смолянин купил автомобиль за «спасибо»  Но продавец не знал, что занимается благотворительностью  https://readovka.ru/news/40813№%:№%:2019-01-08 17:35:00№%:№%:32608222
Смолянка по «акции» получила в ДоДо вместо двух пицц одну  Вот так и жди вкусняшек на праздники  https://readovka.ru/news/40814№%:№%:2019-01-08 17:05:10№%:№%:32608222
Смолянка пырнула ножом в грудь своего приятеля  Импульсивной женщине грозит 10 лет неволи  https://readovka.ru/news/40812№%:№%:2019-01-08 16:35:00№%:№%:32608222
Смоленску такое и не снилось  В Орле по улицам разлились настоящие реки. Всё из-за банальной коммунальной аварии, которая стала настоящей головной болью для 70 тысяч местных жителей. В 700 (!) домах до сих пор нет холодной воды.  Но жителям Десногорска с их прорывами мы тоже всё ещё сочувствуем.№%:№%:2019-01-08 16:05:02№%:№%:32608222
Смоленские дворы утопают в мусоре в ожидании нового регоператора  Очередную гору не вывезенных отходов обнаружили на улице Николаева  https://readovka.ru/news/40809№%:№%:2019-01-08 15:05:10№%:№%:32608222
Стало известно, какие зарплаты будут в регионах в 2019 году  Подрастут они всего до 6 процентов в год  https://readovka.news/news/40806№%:№%:2019-01-08 14:05:06№%:№%:32608222
